idPNMain,PNG,Name,PNstat,RAJ2000,DECJ2000,DRAJ2000,DDECJ2000,Glon,Glat,MajDiam,mainClass,subClass
8,000.0+02.0,K 6-4,T,17:37:42.9,-27:49:09.55,264.42886,-27.81932,0.03035,2.06620,6.9,S,
9,000.1-01.9,JaSt 93,T,17:53:23.78,-29:49:45.5,268.34908,-29.82931,0.10451,-1.91213,14.0,E,s;
10,000.1-08.0,SB 1,T,18:18:48.5,-32:47:55.32,274.70200,-32.79870,0.11982,-8.09701,29.4,B,a;
11,000.1-01.1,M 3-43,T,17:50:24.3,-29:25:18.70,267.60123,-29.42186,0.12383,-1.14515,3.5,E,
12,000.1+02.6,Al 2-J,T,17:35:35.4,-27:24:04.97,263.89753,-27.40138,0.13036,2.68778,10.5,E,a;
13,000.1-05.6,H 2-40,T,18:08:30.7,-31:36:35.64,272.12800,-31.60990,0.15423,-5.61605,18.3,E,a;r;s;
14,000.1+17.2,PC 12,T,16:43:53.8,-18:57:11.88,250.97409,-18.95330,0.16601,17.24877,2.3,B,m;p;r;
15,000.0-01.0,JaSt 69,T,17:50:10.0,-29:19:05.38,267.54154,-29.31816,0.18622,-1.04734,14.0,E,m;s;
16,000.1+04.3,H 1-16,T,17:29:23.4,-26:26:04.38,262.34732,-26.43455,0.19046,4.37350,5.0,E,r;
17,000.1-02.3,Bl 3-10,T,17:55:20.5,-29:57:36.14,268.83557,-29.96004,0.20472,-2.34217,7.2,R,a;r;
19,000.2-01.9,M 2-19,T,17:53:45.6,-29:43:46.34,268.44009,-29.72954,0.23061,-1.92971,20.0,B,s;
20,000.2-04.6,Wray 16-363,T,18:04:44.1,-31:02:48.16,271.18369,-31.04671,0.26005,-4.63793,6.4,E,m;
21,000.2+01.7,JaSt 19,T,17:39:39.29,-27:47:21.9,264.91371,-27.78942,0.28446,1.71932,7.2,E,
22,000.3-04.6,M 2-28,T,18:05:02.7,-30:58:17.40,271.26123,-30.97150,0.35839,-4.65958,5.5,E,
23,000.3+12.2,IC 4634,T,17:01:33.6,-21:49:32.77,255.38988,-21.82577,0.36191,12.21475,20.5,B,m;p;s;
24,000.3+06.9,Terz N 41,T,17:20:22.0,-24:51:52.24,260.09152,-24.86451,0.36633,6.93652,15.2,E,r;s;
25,000.3-02.8,M 3-47,T,17:57:43.4,-30:02:29.90,269.43069,-30.04164,0.39249,-2.82910,9.0,R,
26,000.4-01.9,M 2-20,T,17:54:25.4,-29:36:08.78,268.60571,-29.60244,0.41313,-1.98961,6.0,B,
27,000.4-02.9,M 3-19,T,17:58:19.3,-30:00:39.31,269.58057,-30.01092,0.48389,-2.92630,7.2,R,
28,000.4+01.1,JaSt 36,T,17:42:25.1,-27:55:35.94,265.60461,-27.92665,0.49123,1.12837,5.0,B,
29,000.5+01.9,JaSt 17,T,17:39:31.2,-27:27:46.76,264.88007,-27.46299,0.54524,1.91808,9.1,E,
30,000.5-03.1,KFL 1,T,17:59:15.6,-30:02:47.15,269.81494,-30.04643,0.55400,-3.12003,8.0,R,
31,000.5-01.6,Al 2-Q,T,17:53:25.0,-29:17:08.74,268.35434,-29.28576,0.57560,-1.64056,9.2,R,
32,000.5-01.7,JaSt 96,T,17:53:57.6,-29:20:15.72,268.49000,-29.33770,0.59073,-1.76887,25.0,R,
33,000.6-02.3,H 2-32,T,17:56:24.3,-29:38:06.40,269.10132,-29.63511,0.60185,-2.37837,,S,
34,000.6-01.0,JaSt 77,T,17:51:11.5,-28:56:26.16,267.79794,-28.94060,0.62529,-1.04646,10.0,E,
35,000.6-01.3,Bl 3-15,T,17:52:36.05,-29:06:39.6,268.15021,-29.11100,0.63571,-1.39832,6.0,B,p;
37,000.7-02.7,M 2-21,T,17:58:09.6,-29:44:20.08,269.53986,-29.73891,0.70247,-2.76023,2.8,E,
38,000.7-03.7,M 3-22,T,18:02:19.2,-30:14:25.37,270.58017,-30.24038,0.71193,-3.79136,6.0,S,
39,000.7+04.7,H 2-11,T,17:29:25.9,-25:49:06.64,262.35812,-25.81851,0.71256,4.70323,2.0,E,
40,000.7+03.2,M 4-5,T,17:34:54.7,-26:35:56.90,263.72797,-26.59914,0.72555,3.24734,6.7,B,m;p;
41,000.7-00.8,JaSt 74,T,17:50:46.76,-28:44:35.2,267.69483,-28.74311,0.74882,-0.86785,5.0,R,
42,000.7-07.4,M 2-35,T,18:17:37.2,-31:56:46.86,274.40497,-31.94635,0.76849,-7.48349,5.0,S,
43,000.8+01.3,JaSt 38,T,17:42:32.4,-27:33:15.84,265.63500,-27.55440,0.82195,1.30149,10.9,E,
44,000.0-01.2,JaSt 71,T,17:50:23.2,-28:33:10.37,267.59651,-28.55288,0.86802,-0.69630,5.0,R,
45,000.8-01.5,Sa 3-90,T,17:53:49.7,-28:59:11.26,268.45715,-28.98646,0.87926,-1.56635,2.0,S,
46,000.8-07.6,H 2-46,T,18:18:37.4,-31:54:45.43,274.65601,-31.91262,0.89741,-7.65727,4.0,S,
47,000.9+01.1,JaSt 44,T,17:43:23.36,-27:34:05.2,265.84733,-27.56811,0.90924,1.13414,8.5,E,a;
48,000.9-04.8,M 3-23,T,18:07:06.1,-30:34:16.97,271.77560,-30.57138,0.92415,-4.85332,13.6,R,
49,000.9-00.9,JaSt 78,T,17:51:24.7,-28:35:40.56,267.85300,-28.59460,0.94743,-0.91118,11.0,E,
50,000.9-02.0,Bl 3-13,T,17:56:02.8,-29:11:16.22,269.01151,-29.18784,0.94972,-2.08623,4.2,E,a;
51,001.0+01.9,K 1-4,T,17:40:27.40,-27:01:02.0,265.11417,-27.01722,1.03380,1.97822,48.1,B,m;s;
52,001.1-06.4,SB 4,T,18:14:14.2,-31:11:09.10,273.55908,-31.18586,1.11045,-6.49225,33.0,E,a;r;s;
54,001.1-01.6,Sa 3-92,T,17:54:52.1,-28:48:55.33,268.71692,-28.81537,1.14193,-1.67610,6.4,S,
58,001.2+02.1,Hen 2-262,T,17:40:12.8,-26:44:21.37,265.05341,-26.73927,1.24094,2.17148,4.6,E,
59,001.2-01.2a,JaSt 95,T,17:53:35.3,-28:28:50.88,268.39700,-28.48080,1.28863,-1.26470,9.0,R,a;r;
60,001.2-03.0,H 1-47,T,18:00:37.6,-29:21:50.22,270.15665,-29.36395,1.29498,-3.04006,2.5,E,
62,001.3-01.2,Bl M,T,17:53:47.2,-28:27:18.0,268.44667,-28.45500,1.33301,-1.28926,4.0,E,m;
63,001.3-01.0,JaSt 89,T,17:53:06.6,-28:18:11.16,268.27747,-28.30310,1.38843,-1.08392,7.0,S,
64,001.4+05.3,H 1-15,T,17:28:37.6,-24:51:06.59,262.15674,-24.85183,1.42397,5.38544,5.0,B,
65,001.4-03.4,ShWi 2-1,T,18:02:26.4,-29:25:05.52,270.61000,-29.41820,1.44252,-3.41057,13.0,E,a;s;
66,001.5-00.7,K 6-17,T,17:52:08.73,-28:02:17.1,268.03638,-28.03808,1.50850,-0.76613,3.0,R,a;
67,001.5+03.6,K 5-5,T,17:35:22.12,-25:42:47.04,263.84217,-25.71307,1.52885,3.63808,2.0,S,
68,001.5-06.7,SwSt 1,T,18:16:12.3,-30:52:07.74,274.05112,-30.86882,1.59065,-6.71755,5.6,S,
69,001.6+01.5,K 6-10,T,17:43:16.9,-26:44:17.56,265.82062,-26.73821,1.60340,1.58991,4.5,E,
70,001.6-01.3,Bl Q,T,17:54:34.9,-28:12:43.06,268.64526,-28.21196,1.63116,-1.31708,3.8,E,r;
71,001.6+00.1,JaSt 63,T,17:48:46.2,-27:25:36.84,267.19245,-27.42690,1.65048,0.18851,10.0,E,a;r;
72,001.6-05.9,SB 6,T,18:13:15.8,-30:26:00.96,273.31600,-30.43360,1.68029,-5.95504,26.4,E,
73,001.7+05.7,H 1-14,T,17:28:01.8,-24:25:23.02,262.00732,-24.42306,1.70927,5.73423,6.6,E,
74,001.7-04.4,H 1-55,T,18:07:14.552,-29:41:24.424,271.81063,-29.69012,1.71363,-4.45536,3.0,B,m;r;s;
75,001.7+01.3,JaSt 52,T,17:44:37.2,-26:47:25.44,266.15500,-26.79040,1.71530,1.30822,5.0,S,
76,001.7-04.6,H 1-56,T,18:07:53.9,-29:44:34.26,271.97449,-29.74285,1.73599,-4.60547,4.2,E,
77,001.7-01.6,H 2-31,T,17:56:02.39,-28:14:12.14,269.00996,-28.23671,1.77178,-1.60710,10.2,E,
78,001.7-03.8,ShWi 2-7,T,18:05:05.5,-29:20:15.36,271.27300,-29.33760,1.79578,-3.87531,28.0,B,
79,001.9+02.3,K 5-10,T,17:41:24.5,-26:03:53.28,265.35200,-26.06480,1.95535,2.30119,7.9,S,
81,002.0-06.2,M 2-33,T,18:15:06.5,-30:15:32.90,273.77722,-30.25914,2.02296,-6.22479,5.4,E,m;
82,002.1-04.2,H 1-54,T,18:07:07.2,-29:13:06.35,271.78015,-29.21843,2.11514,-4.20456,1.9,B,m;p;s;
83,002.1-02.2,M 3-20,T,17:59:19.3,-28:13:48.04,269.83051,-28.23001,2.13915,-2.22988,6.6,B,
84,002.1+03.3,PBOZ 24,T,17:37:51.1,-25:20:44.59,264.46292,-25.34572,2.14018,3.36173,10.0,R,a;m;s;
85,002.1+01.7,JaFu 1,T,17:43:57.2,-26:11:53.52,265.98836,-26.19820,2.14223,1.74503,6.0,E,m;r;
86,002.2-02.7,M 2-23,T,18:01:42.6,-28:25:43.90,270.42755,-28.42886,2.22654,-2.78495,4.0,E,m;
87,002.2+00.5,Terz N 2337,T,17:48:45.1,-26:43:24.60,267.18800,-26.72350,2.25122,0.55447,35.1,B,p;r;s;
88,002.2-06.3,H 1-63,T,18:16:19.3,-30:07:35.98,274.08057,-30.12666,2.26389,-6.39492,3.8,S,
89,002.2-02.5,KFL 2,T,18:00:59.8,-28:16:18.84,270.24900,-28.27190,2.28559,-2.57083,8.2,B,
90,002.2-09.4,Cn 1-5,T,18:29:11.65,-31:29:59.2,277.29854,-31.49978,2.29131,-9.48064,7.2,B,m;r;s;
91,002.3+02.2,K 5-11,T,17:42:30.0,-25:45:27.07,265.62500,-25.75752,2.34620,2.25429,12.0,E,a;r;
92,002.3-07.8,M 2-41,T,18:22:34.6,-30:43:29.64,275.64400,-30.72490,2.35260,-7.86717,14.0,E,r;
93,002.3-03.4,H 2-37,T,18:04:28.8,-28:37:38.28,271.12000,-28.62730,2.35209,-3.41247,6.0,B,m;p;r;s;
94,002.4+05.8,NGC 6369,T,17:29:20.4,-23:45:34.24,262.33517,-23.75951,2.43210,5.84700,72.0,B,m;r;s;
95,002.4-03.2,Wray 17-107,T,18:04:05.4,-28:27:50.90,271.02264,-28.46414,2.45289,-3.25817,18.6,B,a;
96,002.4-03.7,M 1-38,T,18:06:05.734,-28:40:30.001,271.52389,-28.67500,2.48308,-3.74535,3.5,S,
98,002.5-01.7,Pe 2-11,T,17:58:31.2,-27:37:05.38,269.63007,-27.61816,2.58188,-1.77167,7.8,R,p;s;
100,002.6+05.5,K 5-3,T,17:30:41.2,-23:45:00.40,262.67166,-23.75011,2.60864,5.59385,16.0,B,a;s;
101,002.6+08.1,H 1-11,T,17:21:17.7,-22:18:35.32,260.32373,-22.30981,2.62188,8.19055,6.0,E,
102,002.6-03.4,M 1-37,T,18:05:25.8,-28:22:04.19,271.35751,-28.36783,2.68096,-3.46836,0.8,B,m;p;r;s;
103,002.6+04.2,Th 3-27,T,17:35:58.5,-24:25:29.14,263.99362,-24.42476,2.69225,4.21375,2.1,E,
104,002.7-52.4,IC 5148/50,T,21:59:35.2,-39:23:08.02,329.89667,-39.38556,2.71149,-52.44003,132.5,R,m;r;s;
105,002.7-04.8,M 1-42,T,18:11:05.0,-28:58:59.34,272.77094,-28.98315,2.73861,-4.85149,13.1,B,a;m;p;r;s;
106,002.8+01.7,H 2-20,T,17:45:39.8,-25:40:00.05,266.41571,-25.66668,2.79649,1.69459,2.8,B,a;r;s;
107,002.8+01.8,Terz N 1567,T,17:45:28.3,-25:38:12.48,266.36800,-25.63680,2.79962,1.74686,11.8,B,s;
108,002.8-02.2,Pe 2-12,T,18:01:10.1,-27:38:26.20,270.29200,-27.64061,2.85370,-2.29190,10.5,B,m;
109,002.9-03.9,H 2-39,T,18:08:05.77,-28:26:10.8,272.02404,-28.43633,2.90535,-4.01454,6.9,B,a;m;s;
110,002.9+06.5,PM 1-149,T,17:27:53.7,-22:57:18.86,261.97375,-22.95524,2.92716,6.56444,5.0,R,
111,003.0-02.6,KFL 4,T,18:02:51.5,-27:41:00.74,270.71442,-27.68354,3.00083,-2.63862,3.0,S,
112,003.1+04.1,K 5-7,T,17:37:20.2,-24:03:29.52,264.33400,-24.05820,3.16921,4.14727,10.3,E,a;r;
113,003.1+02.9,Hb 4,T,17:41:52.8,-24:42:08.4,265.47000,-24.70233,3.17079,2.92847,11.1,B,m;s;
114,003.1+03.4,H 2-17,T,17:40:07.4,-24:25:42.56,265.03094,-24.42849,3.19286,3.41216,4.8,E,a;m;r;s;
115,003.2-04.4,KFL 12,T,18:10:30.8,-28:19:22.91,272.62836,-28.32303,3.26083,-4.42666,3.4,S,
116,003.2-06.2,M 2-36,T,18:17:41.4,-29:08:19.57,274.42258,-29.13877,3.28286,-6.19872,8.1,B,m;p;
117,003.3-07.5,KFL 19,T,18:23:08.9,-29:43:25.18,275.78705,-29.72366,3.30952,-7.52295,7.8,R,
119,003.3-04.6,Ap 1-12,T,18:11:35.1,-28:22:37.02,272.89621,-28.37695,3.32606,-4.65957,12.0,E,
123,003.5-04.6,NGC 6565,T,18:11:52.5,-28:10:42.28,272.96863,-28.17841,3.53170,-4.62119,18.0,B,a;m;r;s;
124,003.5-02.4,IC 4673,T,18:03:18.4,-27:06:22.61,270.82669,-27.10628,3.55318,-2.44196,22.0,B,m;r;s;
125,003.6+03.1,M 2-14,T,17:41:57.3,-24:11:15.65,265.48856,-24.18768,3.61806,3.18475,2.2,B,a;p;s;
126,003.6-02.3,M 2-26,T,18:03:11.8,-26:58:30.22,270.79935,-26.97506,3.65562,-2.35631,10.5,E,a;p;s;
127,003.6+04.9,K 5-6,T,17:35:31.2,-23:11:47.62,263.88000,-23.19656,3.67710,4.95912,22.6,B,m;
128,003.7+07.9,H 2-8,T,17:24:45.5,-21:33:35.24,261.18951,-21.55979,3.70175,7.93689,11.9,B,a;s;
129,003.7-04.6,M 2-30,T,18:12:34.4,-27:58:10.63,273.14331,-27.96962,3.78950,-4.65759,5.1,E,
130,003.8+05.3,H 2-15,T,17:34:26.8,-22:53:19.72,263.61172,-22.88881,3.80518,5.33247,4.4,B,a;s;
131,003.8-04.3,H 1-59,T,18:11:29.3,-27:46:15.67,272.87192,-27.77102,3.85023,-4.35209,6.6,B,p;s;
132,003.8-04.5,H 2-41,T,18:12:23.8,-27:52:13.87,273.09903,-27.87052,3.85835,-4.57609,9.3,R,
133,003.9-02.3,M 1-35,T,18:03:39.31,-26:43:33.7,270.91379,-26.72603,3.92294,-2.32304,7.3,E,
134,003.9-03.1,KFL 7,T,18:06:50.0,-27:06:19.51,271.70838,-27.10542,3.93737,-3.12661,8.1,E,a;r;s;
135,003.9+01.6,Terz N 2111,T,17:48:28.4,-24:41:23.93,267.11850,-24.68998,3.96188,1.65626,8.0,E,a;
136,003.9-14.9,Hb 7,T,18:55:37.8,-32:15:48.53,283.90770,-32.26348,3.96369,-14.90267,3.5,B,m;
137,004.0-11.1,M 3-29,T,18:39:25.8,-30:40:36.70,279.85739,-30.67686,4.00733,-11.10181,9.7,B,m;r;s;
138,004.0-05.8,Pe 1-12,T,18:17:42.3,-28:17:15.79,274.42624,-28.28772,4.04188,-5.80567,10.0,E,
140,004.1-03.8,KFL 11,T,18:10:12.2,-27:16:35.00,272.55103,-27.27639,4.14941,-3.86567,3.0,B,a;s;
141,004.2-04.3,H 1-60,T,18:12:25.2,-27:29:12.95,273.10480,-27.48693,4.19931,-4.39826,6.0,E,
142,004.2-03.2,KFL 10,T,18:08:01.3,-26:54:01.51,272.00546,-26.90042,4.24536,-3.25896,7.1,E,
145,004.3-02.6,H 1-53,T,18:05:57.4,-26:29:41.50,271.48920,-26.49486,4.37646,-2.65890,2.3,E,
148,004.6+06.0,H 1-24,T,17:33:37.6,-21:46:24.78,263.40652,-21.77355,4.64872,6.09097,9.0,E,
149,004.7-11.8,Hen 2-418,T,18:44:14.6,-30:19:36.77,281.06082,-30.32688,4.77609,-11.89561,14.0,E,m;
150,004.8-05.0,M 3-26,T,18:16:11.4,-27:14:57.44,274.04752,-27.24929,4.80641,-5.02379,11.0,E,m;r;
151,004.8+02.0,H 2-25,T,17:49:00.5,-23:42:54.58,267.25201,-23.71516,4.86079,2.05364,3.1,E,a;s;
152,004.8-22.7,Hen 2-436,T,19:32:06.7,-34:12:57.42,293.02792,-34.21595,4.87118,-22.72651,0.6,E,
153,004.9+04.9,M 1-25,T,17:38:30.3,-22:08:38.87,264.62628,-22.14413,4.93929,4.93622,5.0,E,m;r;s;
154,004.9-04.9,M 1-44,T,18:16:17.3,-27:04:34.61,274.07229,-27.07628,4.97013,-4.96200,6.0,B,
155,005.0+04.4,H 1-27,T,17:40:17.9,-22:19:17.65,265.07471,-22.32157,5.00799,4.49003,5.2,S,
156,005.0-03.9,H 2-42,T,18:12:23.0,-26:32:54.38,273.09572,-26.54844,5.02300,-3.94442,13.0,R,r;s;
157,005.0+03.0,Pe 1-9,T,17:45:36.7,-23:02:25.44,266.40300,-23.04040,5.03613,3.06949,13.6,R,r;s;
158,005.1-03.0,H 1-58,T,18:09:13.8,-26:02:28.79,272.30765,-26.04133,5.12969,-3.08129,6.0,S,
159,005.1-08.9,Hf 2-2,T,18:32:30.83,-28:43:20.0,278.12846,-28.72222,5.13786,-8.90267,21.7,E,m;s;
160,005.1+02.0,K 5-19,T,17:49:51.3,-23:27:44.28,267.46368,-23.46230,5.17757,2.01700,8.5,B,a;
161,005.2-18.6,StWr 2-21,T,19:14:23.3,-32:34:16.75,288.59723,-32.57132,5.20597,-18.69081,2.7,B,a;m;s;
162,005.2+05.6,M 3-12,T,17:36:22.6,-21:31:12.22,264.09430,-21.52006,5.20742,5.68592,6.0,E,r;
164,005.4-01.9,PBOZ 34,T,18:05:25.4,-25:13:35.62,271.35573,-25.22656,5.42599,-1.93553,8.8,S,
165,005.5-04.0,H 2-44,T,18:13:40.6,-26:08:38.72,273.41901,-26.14409,5.51766,-4.00692,6.6,R,
166,005.5-02.5,M 3-24,T,18:07:53.9,-25:24:02.70,271.97464,-25.40075,5.54605,-2.50909,10.2,R,m;
167,005.5+02.7,H 1-34,T,17:48:07.7,-22:46:47.53,267.03195,-22.77987,5.55933,2.70828,2.0,S,
168,005.6-04.7,KFL 16,T,18:16:54.0,-26:23:21.12,274.22500,-26.38920,5.64321,-4.75979,12.4,B,s;
169,005.7-05.3,M 2-38,T,18:19:25.2,-26:35:19.93,274.85483,-26.58887,5.73050,-5.35145,9.3,B,a;p;
170,005.7-03.6,KFL 13,T,18:12:44.6,-25:44:19.68,273.18600,-25.73880,5.77504,-3.62982,14.2,E,s;
171,005.8-06.1,NGC 6620,T,18:22:54.2,-26:49:17.00,275.72577,-26.82139,5.88483,-6.14884,7.4,B,m;p;s;
172,005.8+05.1,H 2-16,T,17:39:55.4,-21:14:11.40,264.98100,-21.23650,5.88785,5.13519,23.6,B,a;p;s;
174,006.0-03.6,M 2-31,T,18:13:16.0,-25:30:04.97,273.31677,-25.50138,6.04049,-3.62040,4.0,E,
175,006.0+02.8,Th 4-3,T,17:48:37.4,-22:16:48.79,267.15579,-22.28022,6.04721,2.86723,0.0,S,
176,006.0-41.9,PRMG 1,T,21:05:53.6,-37:08:40.27,316.47314,-37.14452,6.07275,-41.91790,8.2,S,
177,006.2-03.7,KFL 15,T,18:14:19.4,-25:20:49.56,273.58100,-25.34710,6.29017,-3.75704,8.5,E,a;s;
178,006.2+01.0,HaTr 8,T,17:55:55.92,-22:59:01.0,268.98300,-22.98361,6.29948,1.05742,13.0,E,a;r;
179,006.3+03.3,H 2-22,T,17:47:33.9,-21:47:23.10,266.89136,-21.78975,6.34208,3.32978,8.0,B,
180,006.3+04.4,H 2-18,T,17:43:28.7,-21:09:51.30,265.86978,-21.16425,6.38486,4.46694,3.8,B,a;m;p;s;
181,006.4-04.6,Pe 2-13,T,18:18:13.4,-25:38:08.92,274.55566,-25.63581,6.45072,-4.66902,8.0,E,a;s;
182,006.4+02.0,M 1-31,T,17:52:41.4,-22:21:56.84,268.17267,-22.36579,6.45460,2.01487,3.5,B,p;s;
183,006.5-05.8,SB 13,T,18:23:00.2,-26:05:15.72,275.75100,-26.08770,6.55035,-5.83148,37.8,E,a;p;s;
184,006.5-03.1,H 1-61,T,18:12:34.0,-24:50:00.28,273.14157,-24.83341,6.55292,-3.16250,2.0,S,
185,006.5+03.4,PN PBOZ 29,T,17:47:49.1,-21:32:22.09,266.95443,-21.53947,6.58724,3.40839,9.1,S,
186,006.7-02.2,M 1-41,T,18:09:30.6,-24:12:29.99,272.37733,-24.20833,6.76760,-2.25246,108.0,B,a;m;s;
187,006.8-08.6,Al 1,T,18:34:55.3,-27:06:18.11,278.73022,-27.10503,6.84400,-8.66807,14.5,E,a;r;
188,006.8-03.4,H 2-45,T,18:14:28.7,-24:43:37.96,273.61976,-24.72721,6.85357,-3.49369,4.6,R,
189,006.8+02.3,Th 4-7,T,17:52:22.62,-21:51:13.7,268.09425,-21.85381,6.85899,2.33752,4.0,B,
190,006.8-19.8,Wray 16-423,T,19:22:10.6,-31:30:38.66,290.54428,-31.51074,6.87184,-19.86387,1.4,B,a;p;s;
191,006.8+02.0,Pe 2-10,T,17:53:37.1,-21:58:43.14,268.40461,-21.97865,6.89746,2.02605,3.8,E,
192,007.0-06.8,Vy 2-1,T,18:27:59.6,-26:06:48.28,276.99835,-26.11341,7.04182,-6.83984,4.0,E,
193,007.0+06.3,M 1-24,T,17:38:11.6,-19:37:37.63,264.54828,-19.62712,7.04857,6.32713,6.4,B,m;
194,007.0-06.0,H 1-66,T,18:24:57.4,-25:41:54.96,276.23900,-25.69860,7.10052,-6.04284,8.2,E,a;r;
195,007.2+01.8,IC 4670,T,17:55:07.03,-21:44:40.2,268.77929,-21.74450,7.27542,1.84423,7.7,E,m;r;
197,007.5+07.4,M 1-22,T,17:35:10.2,-18:34:20.42,263.79266,-18.57234,7.57113,7.49043,9.0,R,a;r;
198,007.6+06.9,M 1-23,T,17:37:22.0,-18:46:41.88,264.34167,-18.77830,7.67160,6.93999,7.0,B,a;m;s;
199,007.7-05.3,SB 14,T,18:23:42.5,-24:47:28.32,275.92700,-24.79120,7.78016,-5.37525,19.2,R,r;
200,007.8-03.7,M 2-34,T,18:17:15.9,-23:58:54.52,274.31644,-23.98181,7.81242,-3.70022,8.0,E,m;
201,007.8-04.4,H 1-65,T,18:20:08.8,-24:15:05.08,275.03687,-24.25141,7.88296,-4.40740,8.0,E,a;m;r;s;
202,008.0+03.9,NGC 6445,T,17:49:15.3,-20:00:34.45,267.31363,-20.00957,8.07584,3.90484,224.0,B,a;m;s;
204,008.1-04.7,M 2-39,T,18:22:01.1,-24:10:40.19,275.50479,-24.17783,8.14761,-4.75083,3.2,E,
205,008.2-04.8,M 2-42,T,18:22:32.1,-24:09:27.61,275.63368,-24.15767,8.22027,-4.84565,3.8,B,a;s;
206,008.3-01.1,M 1-40,T,18:08:26.0,-22:16:53.26,272.10831,-22.28146,8.33499,-1.10379,15.5,B,m;p;s;
207,008.3-07.3,NGC 6644,T,18:32:34.6,-25:07:44.00,278.14435,-25.12889,8.39637,-7.31947,4.4,B,a;p;s;
208,008.4-03.6,H 1-64,T,18:18:23.9,-23:24:57.13,274.59961,-23.41587,8.43507,-3.66256,7.6,E,a;m;p;s;
209,008.6-07.0,Hen 2-406,T,18:31:52.8,-24:46:16.54,277.97018,-24.77126,8.64720,-7.01798,8.0,B,m;p;
210,008.6-02.6,MaC 1-11,T,18:14:50.9,-22:43:55.42,273.71204,-22.73206,8.65166,-2.61968,8.4,B,a;m;s;
211,008.8+05.2,Th 4-2,T,17:46:09.66,-18:39:30.3,266.54025,-18.65842,8.86419,5.22416,19.0,E,a;m;r;s;
212,009.0+00.4,GLMP 707,T,18:04:08.4,-20:57:05.40,271.03500,-20.95150,9.00881,0.41620,4.0,S,
214,009.3+02.8,Th 4-9,T,17:56:00.6,-19:29:26.59,269.00244,-19.49072,9.33027,2.79696,9.3,E,m;
215,009.3+04.1,Th 4-6,T,17:50:57.2,-18:46:48.14,267.73840,-18.78004,9.34110,4.18658,4.0,E,
217,009.4-09.8,M 3-32,T,18:44:43.1,-25:21:33.84,281.17969,-25.35940,9.40464,-9.88787,8.1,E,r;
218,009.4-05.0,NGC 6629,T,18:25:42.5,-23:12:10.58,276.42688,-23.20294,9.40698,-5.04904,16.6,E,m;s;
220,009.6-10.6,M 3-33,T,18:48:12.1,-25:28:52.39,282.05054,-25.48122,9.63399,-10.65112,7.4,E,
221,009.6+14.8,NGC 6309,T,17:14:04.3,-12:54:37.69,258.51801,-12.91047,9.65492,14.81370,22.8,B,m;p;r;s;
222,009.6+10.5,Abell 41,T,17:29:02.0,-15:13:05.20,262.25815,-15.21811,9.66171,10.51425,20.2,B,a;s;
223,009.8-04.6,H 1-67,T,18:25:05.0,-22:34:52.64,276.27072,-22.58129,9.89407,-4.63481,7.0,E,a;r;
224,010.1+00.7,NGC 6537,T,18:05:13.1,-19:50:34.87,271.30441,-19.84302,10.09879,0.73956,245.0,B,m;s;
226,010.4+04.5,M 2-17,T,17:52:04.8,-17:36:05.76,268.02000,-17.60160,10.49610,4.55277,6.4,E,r;
227,010.6+03.2,Th 4-10,T,17:57:06.5,-18:06:41.40,269.27700,-18.11150,10.65630,3.26207,13.5,E,
228,010.7+07.4,Sa 2-230,T,17:42:02.0,-15:56:07.48,265.50836,-15.93541,10.70214,7.47113,10.0,B,a;r;s;
229,010.7-06.4,IC 4732,T,18:33:54.6,-22:38:40.92,278.47763,-22.64470,10.77034,-6.47702,1.4,E,a;s;
230,010.7-06.7,Pe 1-13,T,18:34:51.7,-22:43:16.97,278.71524,-22.72138,10.80051,-6.70734,7.6,R,a;r;
231,010.8-01.8,NGC 6578,T,18:16:16.5,-20:27:02.66,274.06882,-20.45074,10.81805,-1.82700,12.1,E,a;m;s;
233,011.0+06.2,M 2-15,T,17:46:54.4,-16:17:24.79,266.72687,-16.29022,11.00014,6.28422,7.5,E,r;
234,011.0+05.8,NGC 6439,T,17:48:19.8,-16:28:44.22,267.08249,-16.47895,11.01158,5.89449,7.0,E,
235,011.0-05.1,M 1-47,T,18:29:11.2,-21:46:53.44,277.29648,-21.78151,11.04501,-5.11097,6.2,R,
236,011.1+11.5,M 2-13,T,17:28:34.2,-13:26:20.83,262.14246,-13.43912,11.13910,11.55092,3.0,E,m;
239,011.3-09.4,My 121,T,18:46:35.1,-23:26:48.32,281.64630,-23.44675,11.34134,-9.44769,3.0,S,
241,011.4+17.9,DeHt 10,T,17:06:55.2,-09:47:01.18,256.73000,-9.78366,11.39720,17.98490,32.0,R,a;s;
242,011.4-07.3,SB 18,T,18:38:43.1,-22:24:13.97,279.67938,-22.40388,11.48714,-7.36242,12.6,E,
243,011.7-00.6,NGC 6567,T,18:13:45.16,-19:04:34.1,273.43817,-19.07614,11.74354,-0.64987,8.1,E,a;m;r;s;
244,011.7+00.0,M 1-43,T,18:11:48.9,-18:46:21.68,272.95370,-18.77269,11.78990,-0.10219,7.0,E,
246,011.9+04.2,M 1-32,T,17:56:20.0,-16:29:03.95,269.08325,-16.48443,11.97689,4.23427,9.1,E,a;r;s;
247,012.2+04.9,PM 1-188,T,17:54:21.1,-15:55:51.78,268.58792,-15.93105,12.21936,4.92278,16.0,R,a;m;r;s;
