idPNMain,PNG,Name,PNstat,RAJ2000,DECJ2000,DRAJ2000,DDECJ2000,Glon,Glat,MajDiam,mainClass,subClass
860,278.6-06.7,My 47,T,09:19:27.5,-59:12:00.40,139.86449,-59.20011,278.61684,-6.74132,2.5,B,s;
861,278.8+04.9,PB 6,T,10:13:15.9,-50:19:59.27,153.31645,-50.33313,278.85625,4.99599,12.0,E,
862,279.1-00.4,IRAS 09517-5438,T,09:53:27.1,-54:52:39.61,148.36275,-54.87767,279.15112,-0.44310,,S,
863,279.6-03.1,Hen 2-36,T,09:43:25.62,-57:16:55.5,145.85675,-57.28208,279.60800,-3.18645,24.8,B,s;
864,280.0+02.9,Sa 2-56,T,10:11:57.7,-52:38:17.09,152.99026,-52.63808,280.00597,2.98635,10.0,S,
865,280.5+01.8,KLSS 1-12,T,10:10:34.4,-53:56:06.68,152.64351,-53.93519,280.57997,1.80458,41.0,B,m;p;s;
866,281.0-05.6,IC 2501,T,09:38:47.2,-60:05:30.91,144.69672,-60.09192,281.01081,-5.69688,8.0,E,m;r;s;
867,282.6-00.4,PM 1-51,T,10:13:19.7,-56:55:32.23,153.33197,-56.92562,282.60739,-0.42828,6.1,S,
868,282.9+03.8,Hen 2-48,T,10:31:32.03,-53:33:30.1,157.88346,-53.55836,282.97857,3.80465,32.6,B,r;s;
869,283.3+03.9,Hen 2-50,T,10:34:19.0,-53:41:03.77,158.57918,-53.68438,283.39910,3.90518,13.5,B,p;
871,283.6+25.3,K 1-22,T,11:26:43.8,-34:22:11.03,171.68245,-34.36973,283.67199,25.31413,200.0,E,a;r;s;
872,283.8-04.2,Hen 2-39,T,10:03:49.2,-60:43:48.25,150.95485,-60.73007,283.81816,-4.23874,12.4,E,m;r;s;
873,283.8+02.2,My 60,T,10:31:33.42,-55:20:50.8,157.88925,-55.34744,283.89676,2.26837,10.1,R,m;
874,283.9+09.7,DS 1,T,10:54:40.6,-48:47:02.83,163.66905,-48.78412,283.90335,9.72581,354.0,I,m;s;
876,285.4+01.5,Pe 1-1,T,10:38:27.6,-56:47:06.40,159.61504,-56.78511,285.45008,1.50388,3.0,B,m;p;
878,285.4-05.3,IC 2553,T,10:09:20.9,-62:36:48.42,152.33690,-62.61345,285.46239,-5.37554,11.5,B,m;p;s;
879,285.4+02.2,Pe 2-7,T,10:41:19.6,-56:09:16.34,160.33156,-56.15454,285.49168,2.24720,5.6,E,
880,285.6-02.7,My 59,T,10:23:09.1,-60:32:42.22,155.78810,-60.54506,285.66852,-2.74303,4.9,E,m;p;r;s;
881,285.4+01.2,Pe 1-2,T,10:39:32.7,-57:06:13.72,159.88622,-57.10381,285.73439,1.29733,4.0,E,
882,285.7-14.9,IC 2448,T,09:07:06.3,-69:56:30.73,136.77609,-69.94187,285.79894,-14.95174,22.0,E,m;r;s;
883,286.0-06.5,Hen 2-41,T,10:07:23.6,-63:54:30.06,151.84837,-63.90835,286.04382,-6.55480,4.0,S,
884,286.2-06.9,Wray 17-40,T,10:06:59.6,-64:21:49.97,151.74821,-64.36388,286.27829,-6.94876,74.0,E,a;s;
885,286.3-04.8,NGC 3211,T,10:17:50.3,-62:40:14.45,154.45953,-62.67068,286.30109,-4.86871,16.1,E,a;r;
886,286.3+02.8,Hen 2-55,T,10:48:43.22,-56:03:09.6,162.18008,-56.05267,286.35662,2.81854,18.0,R,a;r;s;
887,286.5+11.6,Lo 5,T,11:13:54.15,-47:57:00.6,168.47563,-47.95017,286.52393,11.79000,152.0,R,a;r;s;
888,286.8-29.5,K 1-27,T,05:57:02.1,-75:40:22.51,89.25890,-75.67292,286.87724,-29.57686,61.0,E,m;p;s;
889,288.4-02.4,Pe 1-3,T,10:44:31.1,-61:39:38.48,161.12965,-61.66069,288.46221,-2.40759,10.9,E,p;s;
890,288.7+08.1,ESO 216-2,T,11:18:09.7,-52:10:02.32,169.54059,-52.16731,288.73518,8.11456,36.0,E,a;p;r;
891,288.8-05.2,Hen 2-51,T,10:35:45.8,-64:19:11.75,158.94092,-64.31993,288.87899,-5.21551,9.0,B,
894,289.8+07.7,Hen 2-63,T,11:24:01.0,-52:51:19.37,171.00436,-52.85538,289.81916,7.77628,3.0,R,a;m;r;s;
895,290.1-00.4,Hf 48,T,11:03:56.0,-60:36:04.57,165.98325,-60.60127,290.11021,-0.43389,22.0,B,p;s;
896,290.5+07.9,Fg 1,T,11:28:36.2,-52:56:04.02,172.15085,-52.93445,290.50521,7.92708,55.0,B,p;r;s;
900,291.4+19.2,LoTr 4,T,11:52:29.23,-42:17:38.7,178.12179,-42.29408,291.43419,19.25775,30.4,R,a;r;
902,291.6-04.8,IC 2621,T,11:00:20.1,-65:14:57.77,165.08380,-65.24938,291.64025,-4.84257,4.0,S,
903,291.7+03.7,Hen 2-64,T,11:27:24.26,-57:17:58.9,171.85108,-57.29969,291.74020,3.73471,9.1,B,p;s;
904,292.4+04.1,PB 8,T,11:33:17.7,-57:06:14.00,173.32382,-57.10389,292.44003,4.16750,6.6,R,a;r;s;
905,292.6+01.2,NGC 3699,T,11:27:57.7,-59:57:27.72,171.99060,-59.95770,292.65624,1.23815,47.0,B,a;p;s;
906,292.7+01.9,Wray 16-93,T,11:30:48.48,-59:17:05.9,172.70200,-59.28497,292.78820,1.98953,11.0,E,m;
907,292.8+01.1,He 2-67,T,11:28:47.4,-60:06:37.30,172.19737,-60.11036,292.80245,1.12589,5.2,E,
908,293.6+01.2,Hen 2-70,T,11:35:10.96,-60:17:01.0,173.79567,-60.28361,293.61217,1.20102,34.6,B,a;m;p;s;
909,293.6+10.9,BlDz 1,T,11:53:06.5,-50:50:56.65,178.27726,-50.84907,293.61392,10.96436,94.0,R,a;m;r;s;
910,294.1+43.6,NGC 4361,T,12:24:30.8,-18:47:05.50,186.12814,-18.78486,294.11356,43.62538,119.0,E,m;p;s;
911,294.1+14.4,Lo 6,T,12:00:43.08,-47:33:10.8,180.17950,-47.55300,294.13193,14.45025,77.0,E,m;r;s;
912,294.6+04.7,NGC 3918,T,11:50:17.7,-57:10:56.89,177.57387,-57.18247,294.68946,4.70756,18.7,B,m;p;s;
913,294.9-04.3,Hen 2-68,T,11:31:45.4,-65:58:13.69,172.93929,-65.97047,294.93385,-4.34375,2.5,S,
914,294.9-00.6,Hf 69,T,11:41:37.28,-62:28:54.8,175.40533,-62.48189,294.96552,-0.69493,65.0,E,m;p;s;
915,295.3-09.3,Hen 2-62,T,11:17:43.2,-70:49:32.41,169.42982,-70.82567,295.32620,-9.35076,3.0,S,
916,296.3-03.0,Hen 2-73,T,11:48:38.2,-65:08:37.32,177.15913,-65.14370,296.39108,-3.07254,3.3,B,a;m;s;
917,296.4-06.9,Hen 2-71,T,11:39:11.2,-68:52:09.16,174.79666,-68.86921,296.46708,-6.90920,5.0,B,a;m;p;s;
918,296.6-20.0,NGC 3195,T,10:09:20.84,-80:51:30.3,152.33683,-80.85842,296.62335,-20.04205,39.5,E,p;s;
919,297.4+03.7,Hen 2-78,T,12:09:10.2,-58:42:37.44,182.29248,-58.71040,297.45506,3.71115,3.5,S,
921,298.2-01.7,Hen 2-76,T,12:08:25.4,-64:12:09.32,182.10597,-64.20259,298.27229,-1.72069,20.5,B,p;s;
922,298.3+06.6,Po 1,T,12:18:32.74,-55:54:04.6,184.63642,-55.90128,298.30132,6.67446,22.0,R,
923,298.3-04.8,NGC 4071,T,12:04:14.68,-67:18:36.5,181.06117,-67.31014,298.39188,-4.85532,72.4,B,a;p;r;s;
924,299.0+18.4,K 1-23,T,12:30:52.5,-44:14:15.90,187.71873,-44.23775,299.05084,18.47898,64.3,E,m;r;
926,299.8-01.3,Hen 2-81,T,12:23:01.2,-64:01:45.95,185.75516,-64.02943,299.82648,-1.32916,7.3,B,
927,300.2+00.6,Hen 2-83,T,12:28:44.0,-62:05:35.05,187.18332,-62.09307,300.27849,0.66165,4.7,B,
928,300.4-00.9,Hen 2-84,T,12:28:46.85,-63:44:37.1,187.19521,-63.74364,300.42903,-0.98205,35.8,B,a;p;
929,300.5-01.1,Hen 2-85,T,12:30:07.6,-63:53:00.31,187.53152,-63.88342,300.58885,-1.10867,9.2,B,a;m;s;
930,300.7-02.0,He 2-86,T,12:30:30.4,-64:52:05.59,187.62677,-64.86822,300.71064,-2.08678,3.2,B,a;p;s;
931,300.8-03.4,ESO 95-12,T,12:30:24.5,-66:14:25.80,187.60200,-66.24050,300.81200,-3.45534,18.0,R,m;s;
933,302.2+02.5,Wray 16-120,T,12:45:54.5,-60:20:15.58,191.47723,-60.33766,302.24724,2.52674,15.5,B,p;s;
935,302.6-00.9,VBRC 4,T,12:48:31.6,-63:49:59.59,192.13158,-63.83322,302.61088,-0.96329,65.0,B,a;m;p;s;
937,304.2+05.9,Wray 16-122,T,13:00:41.22,-56:53:40.5,195.17175,-56.89458,304.20145,5.95436,36.0,R,m;r;
938,304.5-04.8,IC 4191,T,13:08:47.3,-67:38:37.68,197.19727,-67.64380,304.58638,-4.82780,5.3,B,a;m;p;s;
939,304.8+05.1,Hen 2-88,T,13:05:48.2,-57:39:24.26,196.45088,-57.65674,304.86021,5.16122,1.7,S,
941,305.6-13.1,ESO 40-11,T,13:34:14.1,-75:46:31.33,203.55887,-75.77537,305.61689,-13.12720,70.0,R,r;
942,305.7-03.4,Wray 17-59,T,13:19:29.9,-66:09:08.06,199.87461,-66.15224,305.76736,-3.43510,24.0,E,r;
943,306.4-00.6,Th 2-A,T,13:22:33.95,-63:21:02.0,200.64146,-63.35056,306.41405,-0.68946,27.3,R,m;r;
944,307.2-03.4,NGC 5189,T,13:33:33.0,-65:58:26.69,203.38739,-65.97408,307.20599,-3.45240,163.0,B,m;p;s;
945,307.2-09.0,Hen 2-97,T,13:45:22.4,-71:28:56.14,206.34331,-71.48226,307.23261,-9.06228,2.3,S,
946,307.3+05.0,Wray 16-128,T,13:24:21.9,-57:31:19.31,201.09134,-57.52203,307.35872,5.06643,18.0,R,r;
947,307.5-04.9,MyCn 18,T,13:39:35.04,-67:22:51.8,204.89600,-67.38106,307.54934,-4.94195,17.3,B,m;r;s;
948,307.5-03.6,WKG 1,T,13:37:32.2,-66:08:39.48,204.38400,-66.14430,307.57600,-3.68910,25.8,E,a;s;
949,308.2+07.7,MeWe 1-3,T,13:28:04.92,-54:41:58.9,202.02050,-54.69969,308.26000,7.79252,19.0,R,r;s;
950,308.4+00.4,WRAY 17-62,T,13:38:42.6,-61:55:47.28,204.67751,-61.92980,308.46232,0.43330,34.9,E,a;r;
952,308.6-12.2,Hen 2-105,T,14:15:24.8,-74:12:46.58,213.85335,-74.21294,308.65696,-12.28205,41.5,E,m;s;
953,309.0-04.2,Hen 2-99,T,13:52:30.7,-66:23:26.48,208.12785,-66.39069,309.00270,-4.24146,27.9,E,r;s;
954,309.0+00.8,Hen 2-96,T,13:42:36.1,-61:22:29.17,205.65062,-61.37477,309.02129,0.89059,2.8,B,m;
955,309.1-04.3,NGC 5315,T,13:53:57.0,-66:30:50.94,208.48738,-66.51415,309.11318,-4.39552,10.7,B,a;m;p;s;
956,309.2+01.3,VBRC 5,T,13:44:00.0,-60:49:46.85,206.00012,-60.82968,309.29571,1.39097,93.0,E,a;r;s;
957,309.5-02.9,MaC 1-2,T,13:54:27.4,-64:59:32.17,208.61430,-64.99227,309.53170,-2.93115,11.2,S,
958,310.3+24.7,Lo 8,T,13:25:37.5,-37:36:14.94,201.40630,-37.60415,310.38269,24.77250,132.0,E,m;r;
959,310.4+01.3,Vo 4,T,13:53:23.1,-60:33:47.41,208.34613,-60.56317,310.47472,1.39820,7.0,R,r;
960,310.6+01.4,WKG 3,T,13:54:24.62,-60:27:22.3,208.60258,-60.45619,310.62296,1.47180,56.1,B,r;
961,310.8-05.9,LoTr 7,T,14:15:24.14,-67:31:54.7,213.85058,-67.53186,310.84356,-5.95900,16.0,E,r;
962,311.0+02.4,SuWt 2,T,13:55:43.2,-59:22:40.01,208.93011,-59.37778,311.04564,2.47752,86.5,E,a;m;r;s;
964,311.4+02.8,Hen 2-102,T,13:58:13.9,-58:54:31.79,209.55777,-58.90883,311.47555,2.85052,11.7,E,m;
965,312.3+10.5,NGC 5307,T,13:51:03.3,-51:12:20.63,207.76364,-51.20573,312.36678,10.57063,18.8,B,m;p;s;
966,312.6-01.8,Hen 2-107,T,14:18:43.3,-63:07:09.48,214.68057,-63.11930,312.61249,-1.89985,10.7,E,a;
967,313.3+01.1,WRAY 17-66,T,14:15:53.3,-60:01:37.78,213.97202,-60.02716,313.30097,1.13345,4.5,B,
968,313.1+02.1,PM 1-79,T,14:16:51.8,-58:53:10.00,214.21585,-58.88611,313.78643,2.17358,,S,
969,313.8-12.6,LoTr 11,T,15:21:10.51,-72:13:25.6,230.29379,-72.22378,313.89465,-12.61854,117.0,R,a;
970,313.8+10.3,Fr 2-8,T,14:00:41.8,-51:02:27.60,210.17400,-51.04100,313.89789,10.35017,115.0,E,a;
972,314.4+02.2,PM 1-81,T,14:21:19.9,-58:38:22.09,215.33295,-58.63947,314.41524,2.21362,4.7,B,a;m;
973,315.0-00.3,Hen 2-111,T,14:33:18.45,-60:49:36.1,218.32688,-60.82669,315.03129,-0.37068,660.0,B,m;r;s;
974,315.1-13.0,Hen 2-131,T,15:37:11.21,-71:54:52.9,234.29671,-71.91469,315.10804,-13.08128,10.0,E,m;s;
975,315.4+05.2,Hen 2-109,T,14:20:48.9,-55:27:59.22,215.20381,-55.46645,315.43037,5.22146,11.0,E,m;s;
978,315.7-01.2,LoTr 9,T,14:41:17.80,-61:19:54.4,220.32417,-61.33178,315.71764,-1.21740,28.0,E,m;p;s;
979,315.7+05.5,LoTr 8,T,14:21:59.93,-55:02:16.9,215.49971,-55.03803,315.73672,5.56637,28.4,B,a;p;s;
980,316.1+08.4,Hen 2-108,T,14:18:08.9,-52:10:39.76,214.53703,-52.17771,316.16997,8.45121,13.6,R,
981,316.2+00.8,GLMP 387,T,14:38:20.0,-59:11:46.10,219.58325,-59.19614,316.24747,0.88382,6.0,B,
982,316.3-01.3,LoTr 10,T,14:46:19.9,-61:13:34.82,221.58298,-61.22634,316.31118,-1.37527,42.0,B,a;s;
983,317.1-05.7,NGC 5844,T,15:10:40.77,-64:40:25.9,227.66988,-64.67386,317.13844,-5.71484,118.0,B,m;p;s;
984,317.8+03.3,WRAY 17-68,T,14:41:35.8,-56:15:11.70,220.39927,-56.25325,317.84219,3.39599,67.0,B,r;s;
985,318.3-02.5,Hen 2-116,T,15:06:01.87,-61:21:20.6,226.50779,-61.35572,318.35150,-2.58056,47.9,E,a;r;s;
986,318.3-02.0,Hen 2-114,T,15:04:08.61,-60:53:20.2,226.03588,-60.88894,318.38186,-2.06201,26.1,B,a;p;s;
987,318.4-03.0,ESO 135-04,T,15:08:43.57,-61:44:13.5,227.18154,-61.73708,318.44001,-3.07113,43.6,E,a;r;s;
988,318.4+41.4,Abell 36,T,13:40:41.34,-19:52:55.3,205.17225,-19.88203,318.46262,41.49968,450.0,E,a;m;s;
989,319.2+06.8,Hen 2-112,T,14:40:30.9,-52:34:56.68,220.12885,-52.58241,319.21432,6.80663,6.9,E,
990,319.6+15.7,IC 4406,T,14:22:26.2,-44:09:02.41,215.60900,-44.15067,319.68657,15.74062,46.4,B,m;r;s;
991,320.1-09.6,Hen 2-138,T,15:56:01.68,-66:09:09.3,239.00700,-66.15258,320.13411,-9.65799,6.7,E,m;p;r;s;
992,320.3-28.8,Hen 2-434,T,19:33:49.4,-74:32:58.67,293.45590,-74.54963,320.33409,-28.88838,7.4,B,
993,320.9+02.0,Hen 2-117,T,15:05:59.2,-55:59:16.55,226.49664,-55.98793,320.99465,2.09181,5.4,B,m;p;r;
994,321.0-03.8,HaTr 2,T,15:30:18.58,-61:01:39.3,232.57742,-61.02758,321.00514,-3.85989,12.0,R,
995,321.0+08.3,MeWe 1-5,T,14:46:35.10,-50:23:24.7,221.64625,-50.39019,321.01172,8.39535,34.0,E,a;m;s;
996,321.0+03.9,Hen 2-113,T,14:59:53.5,-54:18:07.20,224.97301,-54.30200,321.04827,3.98846,1.5,B,a;m;p;r;s;
997,321.3+02.8,Hen 2-115,T,15:05:16.8,-55:11:10.39,226.31990,-55.18622,321.30268,2.83881,9.0,B,m;p;r;s;
998,321.3-16.7,He 2-185,T,17:01:17.3,-70:06:03.35,255.32190,-70.10093,321.30644,-16.78071,2.9,E,
999,321.6+02.2,CVMP 1,T,15:09:25.16,-55:33:05.7,227.35483,-55.55158,321.63116,2.22913,258.0,B,a;m;p;s;
1000,321.8+01.9,Hen 2-120,T,15:11:56.24,-55:39:46.7,227.98433,-55.66297,321.88089,1.95244,36.1,B,a;m;r;s;
1001,322.1-06.6,My 91,T,15:52:10.71,-62:30:46.6,238.04463,-62.51294,322.17661,-6.60306,7.3,B,p;s;
1002,322.4-00.1,Pe 2-8,T,15:23:42.9,-57:09:25.02,230.92859,-57.15695,322.46886,-0.17785,2.5,S,
1003,322.4-02.6,Mz 1,T,15:34:16.63,-59:09:08.2,233.56929,-59.15228,322.49125,-2.61099,49.3,B,a;m;r;s;
1004,322.5-05.2,NGC 5979,T,15:47:41.17,-61:13:05.6,236.92154,-61.21822,322.58069,-5.26325,20.2,E,m;s;
1005,323.1-02.5,Hen 2-132,T,15:38:01.22,-58:44:42.5,234.50508,-58.74514,323.12163,-2.56438,20.8,E,r;s;
1006,323.9+02.4,Hen 2-123,T,15:22:19.4,-54:08:12.77,230.58067,-54.13688,323.95630,2.45807,36.5,B,a;m;s;
1007,324.0+03.5,PM 1-89,T,15:19:08.7,-53:09:50.04,229.78635,-53.16390,324.08609,3.53116,27.0,E,m;s;
1008,324.1+09.0,ESO 223-10,T,15:01:40.7,-48:21:02.02,225.41969,-48.35056,324.16724,9.07784,18.0,E,a;r;
1009,324.2+02.5,Hen 2-125,T,15:23:36.3,-53:51:27.97,230.90135,-53.85777,324.26708,2.58861,3.8,S,
1010,324.8-01.1,Hen 2-133,T,15:41:58.81,-56:36:25.7,235.49504,-56.60714,324.82436,-1.16621,1.8,E,
1011,325.0+03.2,Hen 2-129,T,15:25:32.7,-52:50:37.97,231.38615,-52.84388,325.06920,3.27417,2.9,S,
1012,325.4-04.0,Hen 2-141,T,15:59:08.8,-58:23:51.72,239.78655,-58.39770,325.49662,-4.00626,38.0,B,s;
1013,325.8-12.8,Hen 2-182,T,16:54:35.2,-64:14:28.43,253.64653,-64.24123,325.82471,-12.82100,3.1,E,p;s;
1014,325.8+04.5,Hen 2-128,T,15:25:07.8,-51:19:42.28,231.28267,-51.32841,325.85932,4.57006,1.7,S,
1015,326.0-06.5,Hen 2-151,T,16:15:42.3,-59:54:00.97,243.92612,-59.90027,326.05273,-6.54664,1.8,S,
1016,326.1-01.9,vBe 3,T,15:52:59.0,-56:24:25.92,238.24600,-56.40720,326.14100,-1.94812,12.0,E,
1017,326.4+07.0,NeVe 3-2,T,15:19:43.88,-48:59:54.9,229.93283,-48.99858,326.41461,6.99289,36.0,B,m;
1019,326.6+42.2,IC 972,T,14:04:25.9,-17:13:40.84,211.10776,-17.22801,326.76016,42.24142,47.0,E,a;r;s;
1021,327.1-01.8,He 2-140,T,15:58:08.1,-55:41:50.14,239.53360,-55.69726,327.14870,-1.86397,4.1,E,
1022,327.1-02.2,Hen 2-142,T,15:59:57.63,-55:55:33.1,239.99013,-55.92586,327.19496,-2.20445,4.2,E,p;s;
1023,327.5+13.3,Hen 2-118,T,15:06:13.7,-42:59:56.47,226.55721,-42.99902,327.57758,13.33029,1.3,S,
1024,327.7-05.4,KoRe 1,T,16:19:10.4,-57:58:54.84,244.79320,-57.98190,327.72480,-5.49068,14.2,E,
1025,327.8+10.0,NGC 5882,T,15:16:49.9,-45:38:58.60,229.20808,-45.64961,327.81810,10.08008,41.0,B,m;p;s;
1026,327.8-07.2,Hen 2-163,T,16:29:31.1,-59:09:24.52,247.37973,-59.15681,327.82232,-7.27658,22.1,B,a;r;s;
1027,327.8-01.6,He 2-143,T,16:00:59.1,-55:05:39.73,240.24635,-55.09437,327.84889,-1.67033,3.7,E,
1028,327.8-06.1,Hen 2-158,T,16:23:30.6,-58:19:22.66,245.87752,-58.32296,327.88686,-6.13695,8.5,E,
1030,328.0-01.6,PM 1-105,T,16:01:50.8,-54:53:39.62,240.46170,-54.89434,328.07348,-1.60050,1.8,S,
1031,328.2+01.4,Lo 10,T,15:49:29.1,-52:30:16.49,237.37137,-52.50458,328.20041,1.40588,28.1,E,a;r;
1034,329.0+01.9,Sp 1,T,15:51:40.9,-51:31:28.38,237.92056,-51.52455,329.07875,1.95714,72.0,R,a;m;r;s;
1035,329.3-02.8,Mz 2,T,16:14:32.40,-54:57:04.7,243.63500,-54.95131,329.38300,-2.87178,46.0,B,a;m;p;s;
1036,329.4-02.7,Hen 2-149,T,16:14:24.1,-54:47:38.76,243.60060,-54.79410,329.47727,-2.74435,3.0,E,a;m;
1037,329.5+01.7,VBRC 7,T,15:54:50.9,-51:22:35.22,238.71211,-51.37645,329.55420,1.75853,119.0,R,a;r;s;
1038,330.2+05.9,Lo 9,T,15:42:13.0,-47:40:44.26,235.55436,-47.67896,330.25475,5.92699,107.0,B,a;p;s;
1039,330.6-03.6,Hen 2-159,T,16:24:21.4,-54:36:02.81,246.08923,-54.60078,330.63863,-3.61664,18.0,B,m;p;s;
1040,330.6-02.1,Hen 2-153,T,16:17:14.3,-53:32:05.17,244.30961,-53.53477,330.65047,-2.12446,18.9,B,p;s;
1042,330.9+04.3,Wray 16-189,T,15:51:19.85,-48:26:07.6,237.83271,-48.43544,330.98571,4.39044,20.0,E,m;
1043,331.0+01.2,IRAS 16005-5041,T,16:04:16.7,-50:50:02.72,241.06944,-50.83409,331.03091,1.20580,2.7,B,
1044,331.0-02.7,Hen 2-157,T,16:22:14.3,-53:40:54.05,245.55970,-53.68168,331.07535,-2.75014,3.0,S,
1046,331.3-12.1,Hen 3-1357,T,17:16:21.07,-59:29:23.5,259.08779,-59.48986,331.31010,-12.16425,4.0,B,m;p;r;s;
1047,331.3+16.8,NGC 5873,T,15:12:50.9,-38:07:31.80,228.21200,-38.12550,331.32600,16.82820,7.1,E,m;r;s;
1048,331.4-03.5,Hen 2-162,T,16:27:50.9,-54:01:28.34,246.96214,-54.02454,331.40834,-3.58159,5.0,S,
1049,331.4+00.5,Pe 1-4,T,16:08:58.7,-51:01:56.64,242.24449,-51.03240,331.44811,0.56260,16.8,B,p;s;
1050,331.5-03.9,Hen 2-165,T,16:29:59.71,-54:09:26.7,247.49879,-54.15742,331.52907,-3.90128,56.4,E,m;p;s;
1051,331.5-02.7,Hen 2-161,T,16:24:37.85,-53:22:33.9,246.15771,-53.37608,331.54310,-2.78838,16.3,B,m;p;r;s;
1053,332.0-03.3,Hen 2-164,T,16:29:53.3,-53:23:14.35,247.47225,-53.38732,332.07939,-3.36122,17.0,E,r;s;
1054,332.2+03.5,Wra 16-199,T,16:00:22.0,-48:15:35.28,240.09167,-48.25980,332.25164,3.55987,13.0,B,
1055,332.3-04.2,Hen 2-170,T,16:35:21.2,-53:50:11.44,248.83845,-53.83651,332.30158,-4.26094,1.3,B,
1056,332.5-16.9,HaTr 7,T,17:54:09.46,-60:49:57.7,268.53942,-60.83269,332.50683,-16.91084,188.0,E,a;s;
1057,332.8-16.4,HaTr 6,T,17:51:52.82,-60:23:21.7,267.97008,-60.38936,332.79528,-16.46558,42.0,E,s;
1058,332.9-09.9,Hen 3-1333,T,17:09:00.9,-56:54:48.24,257.25388,-56.91340,332.91517,-9.90835,3.2,B,a;m;s;
1059,333.4+01.1,Pe 1-5,T,16:15:20.0,-49:13:20.75,243.83347,-49.22243,333.42904,1.18713,9.3,B,a;m;
1060,334.3-01.4,MeWe 1-6,T,16:31:06.54,-50:26:36.5,247.77725,-50.44347,334.35255,-1.47867,19.1,E,a;r;
1061,334.3-09.3,IC 4642,T,17:11:45.2,-55:24:01.66,257.93827,-55.40046,334.39117,-9.34571,24.1,E,m;s;
1062,334.8-07.4,Hen 3-1312,T,17:03:02.9,-53:55:54.16,255.76196,-53.93171,334.84301,-7.46398,15.9,B,
1063,335.2-03.6,HaTr 4,T,16:45:00.18,-51:12:21.1,251.25075,-51.20586,335.25172,-3.62054,26.0,B,
1064,335.4+09.2,K 1-31,T,15:53:12.44,-41:50:26.3,238.30183,-41.84064,335.47057,9.26727,30.8,R,a;r;s;
1065,335.4-01.1,Hen 2-169,T,16:34:13.42,-49:21:12.1,248.55592,-49.35336,335.49248,-1.10303,33.0,B,a;m;p;
1066,335.5+12.4,DS 2,T,15:43:05.0,-39:18:14.54,235.77101,-39.30404,335.58395,12.44773,186.0,R,m;
1067,335.6-04.0,MeWe 1-8,T,16:48:40.08,-51:09:19.6,252.16700,-51.15544,335.66215,-4.02642,24.0,E,a;r;s;
1068,335.9-03.6,MeWe 1-7,T,16:47:57.06,-50:42:47.8,251.98775,-50.71328,335.92902,-3.65578,8.8,R,r;s;
1069,336.1+04.1,PM 2-17,T,16:15:02.8,-45:11:54.10,243.76167,-45.19836,336.18121,4.12635,6.5,E,
1070,336.2+01.9,Pe 1-6,T,16:23:54.5,-46:42:14.15,245.97725,-46.70393,336.22017,1.97288,10.2,E,s;
1071,336.2-06.9,PC 14,T,17:06:14.8,-52:30:00.40,256.56152,-52.50011,336.28818,-6.99155,7.2,B,m;p;s;
1072,336.3-05.6,Hen 2-186,T,16:59:36.1,-51:42:06.44,254.90027,-51.70179,336.30814,-5.69613,9.0,B,m;s;
1074,336.9+08.3,WRAY 15-1407,T,16:02:13.0,-41:33:35.93,240.55434,-41.55998,336.94375,8.37964,,S,
1075,336.9-11.5,MeWe 1-10,T,17:34:28.20,-54:28:57.4,263.61750,-54.48261,336.98033,-11.58074,61.6,R,a;r;
1076,337.4+01.6,Pe 1-7,T,16:30:25.9,-46:02:51.11,247.60771,-46.04753,337.47414,1.61893,2.4,B,a;s;
1077,337.4-09.1,Wray 16-266,T,17:22:37.0,-52:46:34.46,260.65396,-52.77624,337.49676,-9.18486,18.0,R,a;r;
1078,337.5-05.1,Hen 2-187,T,17:01:37.0,-50:22:57.50,255.40407,-50.38264,337.55137,-5.14056,12.0,B,
1079,337.6-04.2,MeWe 1-9,T,16:57:29.1,-49:46:54.98,254.37108,-49.78194,337.61780,-4.24848,17.0,E,a;r;
1080,338.1-08.3,NGC 6326,T,17:20:46.38,-51:45:15.5,260.19325,-51.75431,338.19940,-8.38384,20.6,B,a;m;s;
1081,338.8+05.6,IC 4599,T,16:19:23.21,-42:15:36.7,244.84671,-42.26019,338.80432,5.68104,18.0,B,m;s;
1082,339.9+88.4,LoTr 5,T,12:55:33.74,25:53:30.59,193.89058,25.89183,339.89574,88.45727,525.0,E,a;m;s;
1084,340.4-14.1,Sa 1-6,T,18:00:59.4,-52:44:20.15,270.24744,-52.73893,340.48185,-14.19693,11.0,B,a;m;
1085,340.8+10.8,Lo 12,T,16:08:26.32,-37:08:47.5,242.10967,-37.14653,340.86795,10.81977,84.5,E,a;r;s;
1086,340.8+12.3,Lo 11,T,16:03:22.2,-36:00:53.71,240.84254,-36.01492,340.89534,12.34131,65.7,E,r;s;
1087,340.9-04.6,WRAY 15-1633,T,17:11:27.4,-47:25:01.60,257.86404,-47.41711,340.90690,-4.66194,,S,
1088,341.0+09.4,SB 25,T,16:13:38.3,-37:59:58.49,243.40974,-37.99958,341.02468,9.49103,16.2,E,m;
1089,341.2-24.6,Lo 18,T,19:09:47.75,-55:35:10.7,287.44896,-55.58631,341.22126,-24.60902,55.0,E,a;m;r;
1091,341.5-09.1,Hen 2-248,T,17:36:06.9,-49:25:45.26,264.02890,-49.42924,341.50868,-9.17992,10.0,S,
1092,341.6+13.7,NGC 6026,T,16:01:21.1,-34:32:36.64,240.33778,-34.54351,341.60459,13.70416,53.0,E,a;s;
